statenum,casenum,numfatal,speeding,body,class
22,532,1,0,14,large
41,5,1,1,67,large
42,1042,1,0,4,small
51,563,1,1,4,small
5,411,1,0,6,small
32,191,1,1,4,small
47,388,1,0,14,large
6,857,1,0,32,large
6,1124,1,0,4,small
37,989,1,0,2,small
48,1557,4,0,34,large
1,270,1,1,14,large
6,1940,1,1,4,small
6,2533,1,0,6,small
12,2800,1,0,15,large
25,240,1,0,14,large
26,75,1,0,14,large
32,57,1,0,4,small
47,896,1,0,4,small
48,1050,1,0,4,small
6,60,1,1,14,large
6,3021,1,0,14,large
48,294,1,0,6,small
48,1704,1,0,34,large
48,2877,1,1,20,large
6,1332,1,0,1,small
19,51,1,0,4,small
28,58,1,0,4,small
35,326,2,0,15,large
47,113,1,0,9,rej
47,135,1,0,4,small
48,2626,1,1,4,small
55,266,1,0,1,small
6,1798,1,1,15,large
12,1804,1,0,4,small
39,438,1,0,6,small
47,951,1,0,4,small
48,1551,1,0,4,small
51,607,1,1,6,small
16,13,2,0,4,small
48,461,2,0,4,small
6,348,2,0,20,large
6,1904,1,1,34,large
29,594,2,1,2,small
37,971,1,0,4,small
39,456,1,0,4,small
39,914,1,0,2,small
53,9,1,0,14,large
6,2993,1,0,34,large
9,205,1,0,6,small
12,698,1,0,4,small
17,524,1,0,34,large
18,8,1,0,15,large
20,383,3,0,14,large
25,310,1,0,4,small
42,666,1,0,4,small
45,514,1,0,34,large
49,125,2,0,1,small
6,1430,2,0,15,large
29,544,1,0,4,small
40,212,1,0,34,large
41,25,1,1,4,small
1,861,1,0,34,large
4,584,2,1,34,large
12,620,1,0,4,small
13,1132,1,0,6,small
41,128,1,0,14,large
13,955,1,0,4,small
17,386,1,0,4,small
48,2194,1,1,4,small
48,3247,1,0,34,large
5,351,1,0,4,small
22,464,1,1,34,large
29,172,1,0,16,large
45,229,1,1,14,large
1,504,1,0,15,large
6,874,1,1,4,small
41,391,2,0,34,large
6,569,1,0,4,small
17,559,1,0,4,small
22,504,1,0,34,large
42,684,1,1,2,small
12,1557,2,0,34,large
12,2995,1,0,21,large
18,715,1,0,20,large
18,824,1,0,15,large
39,779,1,1,3,small
9,97,1,0,21,large
29,583,1,0,15,large
13,1080,1,0,4,small
16,52,1,0,4,small
17,261,1,0,4,small
18,549,2,0,34,large
29,591,1,0,4,small
42,917,1,0,4,small
45,345,1,0,4,small
48,603,2,0,20,large
6,956,1,0,34,large
12,1705,1,0,2,small
18,402,1,0,14,large
32,201,3,0,4,small
36,583,1,0,14,large
42,909,1,0,4,small
48,447,1,1,4,small
6,362,1,0,6,small
26,285,1,0,4,small
40,247,1,1,4,small
48,1601,2,0,2,small
34,538,1,0,4,small
39,636,1,0,4,small
40,66,1,0,21,large
6,767,1,0,67,large
37,1289,2,0,67,large
45,371,1,0,2,small
48,188,1,0,4,small
8,373,1,1,15,large
18,499,1,0,34,large
27,331,1,1,34,large
34,357,1,0,21,large
40,590,1,0,34,large
4,918,1,0,9,rej
13,456,1,0,14,large
29,670,1,1,4,small
45,94,1,0,4,small
45,903,1,0,14,large
48,1057,1,0,4,small
17,19,1,0,3,small
18,652,1,0,4,small
19,52,1,0,4,small
25,66,1,0,4,small
47,136,1,0,4,small
48,1155,1,1,34,large
6,2704,1,0,34,large
12,3113,1,0,4,small
16,221,1,1,34,large
39,81,1,0,14,large
48,2492,1,0,4,small
51,118,1,0,14,large
17,810,1,0,4,small
48,2500,1,1,4,small
6,317,1,0,4,small
6,713,1,0,34,large
26,899,2,0,4,small
35,198,1,1,4,small
47,865,2,0,4,small
48,430,1,0,5,small
13,855,1,0,2,small
24,127,1,1,2,small
26,275,1,0,5,small
48,439,1,0,4,small
55,520,2,0,14,large
6,1818,1,0,34,large
17,834,1,0,9,rej
19,44,1,0,4,small
35,181,1,0,5,small
48,537,1,0,34,large
2,46,1,0,4,small
6,1187,1,0,20,large
8,572,1,0,2,small
12,3094,1,0,67,large
37,1065,2,0,4,small
39,338,1,0,4,small
12,1589,1,0,34,large
48,798,1,0,4,small
6,3037,1,0,3,small
35,30,1,1,34,large
40,165,1,1,34,large
12,2816,1,0,4,small
26,853,1,0,14,large
29,784,1,1,6,small
31,147,1,0,20,large
37,963,1,0,15,large
39,770,1,0,20,large
41,345,2,1,34,large
12,887,1,0,20,large
18,700,1,0,14,large
26,312,2,0,14,large
29,419,1,0,4,small
32,183,1,0,4,small
55,183,1,0,4,small
1,206,1,0,15,large
9,98,1,0,4,small
30,17,2,0,15,large
31,7,1,0,14,large
48,1051,1,1,14,large
48,2457,1,1,34,large
6,3097,1,1,5,small
8,6,1,1,14,large
12,2731,1,0,14,large
21,140,1,0,4,small
34,358,1,1,4,small
37,416,1,0,14,large
39,106,1,1,2,small
42,78,2,1,4,small
42,793,1,1,14,large
6,85,1,0,2,small
18,785,1,0,4,small
39,464,1,0,4,small
40,130,1,0,20,large
47,943,1,0,4,small
48,2533,1,0,14,large
53,17,1,0,14,large
9,214,1,0,5,small
12,1929,1,0,4,small
19,100,1,0,14,large
37,1149,1,0,6,small
45,729,1,0,4,small
48,1657,1,1,34,large
5,191,1,0,34,large
26,256,2,0,15,large
39,52,1,0,34,large
41,33,1,1,4,small
42,756,1,1,34,large
42,874,1,0,34,large
48,679,1,0,6,small
27,324,1,0,34,large
39,680,1,0,34,large
44,57,2,1,21,large
45,694,1,0,34,large
48,1391,1,0,34,large
53,355,1,0,3,small
48,3255,1,1,34,large
18,79,2,1,4,small
24,477,1,0,4,small
53,527,1,0,3,small
13,828,1,0,21,large
55,221,2,0,4,small
4,463,1,1,4,small
21,517,1,0,4,small
51,222,1,1,34,large
4,330,1,0,4,small
4,611,2,0,4,small
12,483,3,0,67,large
48,2915,1,1,15,large
56,91,1,1,34,large
12,1925,1,0,21,large
47,909,1,1,4,small
6,3312,1,1,4,small
12,720,1,0,34,large
36,855,1,0,16,large
37,1081,1,0,4,small
9,255,1,0,4,small
12,725,1,0,15,large
28,339,1,0,14,large
45,569,1,1,4,small
6,100,1,0,34,large
12,56,1,0,34,large
13,821,1,0,6,small
13,1222,1,0,34,large
29,557,1,0,20,large
1,314,3,0,6,small
22,571,1,0,34,large
42,977,1,0,14,large
12,146,2,0,34,large
35,19,1,0,15,large
37,42,1,1,15,large
42,160,1,0,15,large
53,485,1,0,14,large
5,254,1,0,34,large
6,1808,1,0,4,small
25,326,1,1,14,large
29,841,1,0,14,large
48,1018,1,1,4,small
20,410,1,0,20,large
25,318,1,0,14,large
48,1269,1,1,34,large
51,533,1,1,2,small
55,387,1,0,20,large
13,971,1,0,4,small
16,5,1,0,34,large
18,56,1,1,34,large
18,304,2,0,14,large
20,399,1,0,34,large
37,497,1,0,14,large
37,520,1,1,34,large
40,287,1,0,14,large
55,458,1,0,6,small
21,485,1,1,4,small
22,576,1,0,15,large
33,94,1,0,6,small
12,1583,1,0,4,small
12,2919,2,0,14,large
26,348,1,0,34,large
32,182,1,0,34,large
34,78,1,0,4,small
37,215,1,0,15,large
1,845,1,0,34,large
2,45,1,1,14,large
4,349,1,0,4,small
13,979,1,0,4,small
53,534,1,0,4,small
18,754,1,1,4,small
37,1156,1,0,15,large
47,434,1,0,4,small
48,1191,1,0,4,small
1,610,1,0,4,small
12,2017,1,0,14,large
26,170,1,0,2,small
49,152,1,0,20,large
1,618,1,1,4,small
4,296,1,0,6,small
6,2684,1,0,14,large
25,137,1,0,14,large
31,75,1,1,14,large
39,747,1,1,34,large
48,977,1,1,14,large
13,1329,1,1,3,small
55,435,1,0,4,small
6,2888,1,0,34,large
26,635,1,1,14,large
45,433,1,1,2,small
4,41,1,0,34,large
21,581,1,1,4,small
39,752,1,0,15,large
45,858,1,1,5,small
29,153,1,0,6,small
36,307,2,0,4,small
37,1236,1,0,34,large
48,2455,2,0,4,small
48,2537,2,0,67,large
17,730,1,1,4,small
25,194,1,0,4,small
29,95,1,1,34,large
29,479,1,1,14,large
40,562,1,0,4,small
42,664,1,0,4,small
47,400,1,0,34,large
13,1067,1,0,4,small
31,5,1,0,34,large
40,223,1,0,4,small
51,507,1,0,14,large
12,162,1,0,14,large
28,325,3,0,15,large
38,76,1,0,34,large
6,1461,1,0,6,small
8,533,1,1,4,small
12,1410,1,0,4,small
26,74,1,0,2,small
31,174,2,1,2,small
48,150,2,0,4,small
48,3285,1,0,14,large
1,486,1,0,3,small
6,2051,1,0,34,large
6,3262,1,0,67,large
17,326,1,1,34,large
36,50,2,0,20,large
55,53,1,0,4,small
12,2656,1,0,14,large
13,450,1,0,34,large
13,906,1,0,5,small
24,348,1,0,4,small
26,668,1,0,4,small
39,323,1,0,4,small
41,227,3,0,34,large
4,103,1,0,5,small
13,744,1,0,34,large
18,627,1,0,34,large
22,491,1,0,15,large
34,476,1,1,4,small
40,21,1,0,15,large
41,402,1,0,34,large
48,2737,1,0,34,large
6,3009,1,0,15,large
22,34,1,0,4,small
6,1390,1,0,20,large
8,344,1,0,4,small
22,311,1,1,4,small
48,3297,2,0,34,large
6,578,2,0,4,small
6,2795,2,1,3,small
8,386,1,0,34,large
12,2380,1,0,20,large
26,921,1,1,14,large
34,246,1,0,14,large
49,253,1,0,2,small
1,466,1,0,20,large
4,886,1,0,34,large
13,747,1,0,2,small
24,159,1,0,4,small
36,302,1,0,4,small
1,639,1,0,20,large
6,3170,1,0,14,large
12,2782,1,0,4,small
17,585,1,1,14,large
48,2526,1,0,21,large
48,3111,1,0,67,large
26,467,1,0,4,small
39,377,1,0,34,large
48,1597,2,0,14,large
4,18,2,0,34,large
12,2120,1,0,34,large
12,2598,2,0,4,small
39,165,1,0,6,small
48,829,1,0,4,small
48,1750,1,1,4,small
6,1340,1,1,15,large
4,857,3,0,15,large
21,464,1,0,14,large
29,763,1,0,34,large
47,824,1,0,4,small
18,653,1,0,4,small
28,493,1,0,4,small
34,287,1,0,4,small
47,739,1,0,14,large
51,527,1,0,14,large
53,175,1,1,6,small
1,121,1,0,34,large
2,66,1,0,4,small
4,328,1,1,14,large
6,739,1,1,2,small
6,2031,1,1,1,small
40,582,1,0,4,small
1,129,1,0,34,large
12,2850,1,0,4,small
36,805,1,0,20,large
40,531,2,0,4,small
46,99,1,0,34,large
48,760,1,1,4,small
6,1245,1,1,4,small
10,36,1,0,6,small
26,164,1,1,6,small
36,7,1,0,4,small
1,31,1,0,4,small
40,271,1,0,5,small
42,294,1,0,4,small
47,511,1,0,4,small
48,2707,1,0,21,large
6,1048,2,1,6,small
6,1107,1,0,6,small
12,1766,1,0,34,large
12,2643,1,0,34,large
17,779,1,0,20,large
19,269,1,0,14,large
45,205,3,0,4,small
20,135,1,0,14,large
24,221,2,0,4,small
27,227,1,0,14,large
36,290,1,0,20,large
37,365,1,0,4,small
39,721,1,1,4,small
11,20,1,0,20,large
12,2496,1,0,4,small
35,113,1,0,20,large
5,252,1,0,4,small
6,3046,1,1,4,small
12,1888,1,0,5,small
21,191,1,1,4,small
26,599,1,0,14,large
45,606,1,1,2,small
47,485,2,0,34,large
48,401,1,0,15,large
17,787,1,1,20,large
22,458,1,0,34,large
33,91,1,0,20,large
53,522,1,1,4,small
45,179,1,1,4,small
4,147,1,0,14,large
12,839,1,0,4,small
6,436,1,1,4,small
37,546,1,0,4,small
48,3011,1,0,15,large
48,3241,1,1,5,small
6,428,1,0,4,small
12,1165,1,0,21,large
20,303,1,0,34,large
29,582,1,0,34,large
36,853,1,0,4,small
55,455,1,0,4,small
20,156,1,0,4,small
26,941,1,1,15,large
51,757,1,0,4,small
12,684,1,0,34,large
13,1075,1,0,4,small
20,9,1,0,34,large
6,3087,1,0,4,small
6,3233,1,0,1,small
18,110,1,0,4,small
26,481,1,0,67,large
26,529,1,0,34,large
39,1024,2,1,4,small
5,290,1,1,34,large
6,3191,1,0,4,small
17,849,1,1,34,large
18,726,1,1,4,small
39,959,1,0,2,small
41,385,1,0,2,small
12,740,1,0,34,large
25,275,1,1,2,small
28,348,1,1,20,large
32,280,1,1,14,large
26,614,1,1,34,large
37,585,1,0,15,large
45,923,1,1,4,small
17,923,1,0,4,small
42,67,1,1,34,large
51,3,1,1,15,large
19,219,1,0,34,large
20,11,1,1,4,small
6,722,1,0,4,small
6,1425,1,0,14,large
12,1374,1,0,4,small
35,195,1,0,34,large
42,945,1,0,6,small
6,1214,2,1,4,small
12,2751,2,0,4,small
17,880,1,0,2,small
34,326,1,0,14,large
42,129,1,1,4,small
42,1062,1,1,4,small
45,608,1,1,15,large
6,725,2,0,34,large
13,99,1,0,2,small
28,388,1,0,4,small
37,156,1,1,4,small
37,671,1,0,20,large
51,641,1,0,4,small
39,1075,1,0,4,small
8,179,1,1,4,small
29,862,1,1,4,small
36,434,3,0,34,large
40,259,1,0,4,small
47,335,1,0,34,large
48,2675,1,0,4,small
53,217,1,0,2,small
6,337,2,1,4,small
12,1229,1,0,4,small
12,2162,1,0,4,small
31,158,1,0,34,large
49,14,1,0,6,small
12,1019,1,0,14,large
18,209,1,0,34,large
26,474,1,0,14,large
48,2584,1,0,34,large
53,18,1,1,15,large
12,630,1,1,4,small
12,1027,1,0,14,large
12,2510,1,0,34,large
18,201,1,0,34,large
51,692,1,0,4,small
4,914,1,0,34,large
6,162,1,0,4,small
6,2834,2,1,14,large
12,2495,1,0,14,large
16,56,1,0,3,small
31,25,1,0,34,large
37,181,2,0,4,small
42,873,1,0,4,small
48,941,1,1,14,large
54,86,1,0,4,small
18,194,1,0,14,large
36,909,1,1,4,small
8,107,1,0,4,small
26,41,1,0,21,large
48,3008,1,1,4,small
13,1313,1,0,4,small
48,1598,2,1,4,small
12,1430,1,0,4,small
13,212,1,0,34,large
37,616,3,1,4,small
42,670,1,0,1,small
5,86,1,0,14,large
6,407,1,1,14,large
36,167,1,1,14,large
48,206,1,1,2,small
48,854,1,0,2,small
6,617,1,0,3,small
9,5,1,0,14,large
12,2573,1,0,4,small
16,25,1,0,34,large
17,809,3,1,4,small
20,317,1,0,4,small
30,159,1,0,34,large
39,77,1,0,4,small
48,3076,1,0,14,large
6,380,1,1,4,small
6,1731,1,1,14,large
12,2725,1,0,4,small
28,54,1,0,4,small
37,163,1,0,14,large
41,37,1,0,4,small
6,2777,1,1,4,small
13,527,1,0,34,large
18,821,1,0,14,large
22,245,1,0,16,large
39,246,1,0,14,large
41,29,1,0,4,small
48,3299,3,0,15,large
28,213,1,0,34,large
34,205,1,0,34,large
36,924,1,0,6,small
45,144,1,0,10,small
12,1627,1,1,4,small
12,2978,1,0,14,large
45,29,1,1,15,large
1,755,1,0,4,small
18,545,1,0,20,large
39,680,1,0,6,small
42,503,1,0,4,small
48,48,1,1,4,small
48,1114,1,0,14,large
6,133,1,0,15,large
36,419,2,1,14,large
12,3046,1,0,14,large
13,750,1,1,4,small
17,652,1,0,34,large
51,96,1,1,14,large
51,107,1,0,34,large
54,206,1,0,14,large
6,18,1,0,20,large
29,876,1,0,34,large
34,536,1,0,4,small
45,581,1,0,4,small
48,305,1,0,4,small
2,37,1,0,15,large
6,275,1,0,4,small
13,437,2,0,4,small
17,462,1,1,2,small
40,182,1,1,15,large
41,234,1,1,14,large
48,2882,1,0,34,large
49,7,1,1,4,small
12,1808,1,1,4,small
13,105,2,0,34,large
27,160,1,0,20,large
4,117,1,0,2,small
6,2654,1,0,2,small
12,509,1,0,4,small
13,520,1,0,14,large
22,333,1,0,34,large
27,275,1,0,15,large
35,42,1,1,34,large
12,2426,1,0,34,large
12,3116,1,0,4,small
23,3,1,0,14,large
39,1081,1,1,34,large
16,180,1,0,4,small
32,217,1,0,20,large
37,936,1,0,4,small
37,1091,1,1,34,large
12,279,1,0,14,large
29,826,1,0,4,small
39,504,1,0,20,large
48,1005,1,0,6,small
51,19,1,0,34,large
24,187,1,0,4,small
32,26,1,0,15,large
39,47,1,0,9,rej
40,106,1,1,4,small
48,210,2,0,5,small
48,1832,1,0,34,large
6,117,1,0,6,small
12,1382,1,1,4,small
17,304,1,0,4,small
20,51,1,1,5,small
32,168,1,0,4,small
42,941,1,0,14,large
5,243,1,0,6,small
6,3095,1,0,4,small
29,839,1,0,2,small
37,3,1,0,4,small
37,706,1,0,14,large
42,793,1,1,3,small
48,583,1,0,4,small
26,210,1,0,20,large
41,23,1,1,34,large
17,542,1,0,20,large
17,874,1,0,14,large
33,14,1,0,4,small
6,1591,1,0,4,small
12,1635,1,1,14,large
29,595,1,0,15,large
45,714,1,0,4,small
49,151,1,1,4,small
6,903,1,0,4,small
6,1729,1,0,2,small
19,35,1,0,6,small
29,412,2,0,21,large
45,806,1,1,4,small
46,94,2,0,4,small
47,8,1,0,4,small
48,133,1,1,4,small
48,1210,1,1,15,large
48,2249,1,0,4,small
6,2894,1,1,4,small
18,296,1,0,2,small
22,641,1,0,14,large
48,611,1,0,4,small
48,1886,1,0,4,small
48,2044,1,0,2,small
48,2347,1,1,34,large
56,21,1,0,34,large
25,114,1,0,2,small
56,83,1,0,4,small
1,323,1,1,15,large
6,1418,1,0,4,small
12,2105,1,0,14,large
12,2849,1,0,5,small
29,256,1,0,34,large
29,627,1,1,34,large
36,239,1,0,34,large
1,302,1,0,34,large
24,473,1,0,4,small
27,296,1,0,4,small
29,619,1,0,34,large
45,261,1,0,34,large
48,933,1,0,4,small
4,837,1,1,34,large
10,9,2,0,14,large
26,404,1,0,34,large
39,628,1,0,14,large
8,505,1,0,4,small
13,722,1,0,4,small
55,233,1,0,14,large
6,361,2,0,4,small
12,2553,1,0,4,small
37,761,1,0,34,large
40,548,1,0,34,large
48,2912,1,0,4,small
49,30,1,0,15,large
18,146,1,0,4,small
35,334,1,0,4,small
36,83,1,0,14,large
13,510,1,0,2,small
13,1339,1,0,34,large
35,237,1,0,14,large
40,346,1,0,9,rej
13,260,2,0,4,small
21,183,1,0,4,small
37,373,1,1,4,small
48,2827,1,0,14,large
51,708,1,1,14,large
5,17,1,0,34,large
26,735,1,0,15,large
34,29,1,0,14,large
34,52,1,0,34,large
48,933,1,0,21,large
1,499,1,0,1,small
6,818,1,0,14,large
12,3003,1,0,21,large
17,541,1,1,4,small
36,595,1,0,14,large
37,456,1,1,34,large
37,916,1,0,14,large
45,815,2,1,14,large
6,939,2,0,14,large
13,51,1,0,1,small
20,107,1,0,14,large
31,123,1,0,14,large
48,1567,1,1,34,large
48,2828,1,0,20,large
6,2077,1,1,5,small
6,2106,1,0,4,small
16,14,1,0,6,small
17,151,1,0,14,large
51,110,1,0,20,large
55,486,2,0,34,large
6,267,1,0,4,small
6,398,1,0,34,large
8,35,1,0,2,small
12,2323,1,1,4,small
13,908,1,0,34,large
18,474,1,0,34,large
48,158,1,0,34,large
4,710,1,0,15,large
6,883,1,1,4,small
29,307,4,1,14,large
47,956,1,1,14,large
55,61,1,1,14,large
36,27,1,0,4,small
39,475,1,0,4,small
6,1438,1,0,4,small
12,73,1,0,6,small
12,1800,1,0,4,small
24,438,1,1,34,large
25,186,1,0,4,small
34,37,1,0,14,large
48,2395,3,0,4,small
55,417,1,1,16,large
1,335,1,0,15,large
17,396,1,1,4,small
23,12,2,0,15,large
29,639,1,0,34,large
35,285,1,1,5,small
48,1343,1,0,4,small
1,520,1,0,34,large
6,2974,1,1,5,small
29,861,1,0,14,large
36,707,1,1,14,large
4,364,1,1,14,large
6,1536,1,0,34,large
8,123,1,1,20,large
34,194,1,0,6,small
1,219,1,0,14,large
12,602,1,0,4,small
13,1341,1,0,4,small
38,28,1,1,34,large
47,69,2,0,4,small
47,796,1,0,14,large
48,110,2,0,3,small
4,51,1,1,4,small
10,80,2,1,34,large
13,796,1,0,34,large
20,141,2,1,14,large
21,428,1,0,4,small
49,242,1,0,34,large
35,298,2,0,67,large
48,1024,1,0,34,large
12,2190,1,0,4,small
29,663,2,1,2,small
48,2995,1,0,6,small
51,284,1,0,34,large
10,109,1,0,20,large
17,6,1,1,4,small
31,88,1,0,4,small
48,1630,1,0,20,large
5,349,2,1,15,large
5,469,1,1,4,small
6,1584,1,1,2,small
13,757,1,0,14,large
13,858,1,0,4,small
1,192,1,0,4,small
6,3248,1,0,4,small
12,2128,1,0,34,large
13,17,1,0,14,large
17,1022,1,1,34,large
22,229,1,1,34,large
30,34,1,1,34,large
39,157,1,0,6,small
42,671,1,1,14,large
48,1957,1,0,34,large
6,3346,1,1,34,large
12,1500,1,0,34,large
42,130,1,0,3,small
5,51,1,0,21,large
6,2384,1,0,2,small
21,511,1,0,34,large
22,158,1,0,4,small
49,171,1,0,4,small
6,253,1,0,34,large
12,444,1,0,6,small
12,542,1,0,2,small
13,363,1,0,5,small
17,278,3,0,4,small
22,96,1,0,34,large
28,206,4,0,15,large
41,383,1,0,6,small
40,92,1,0,34,large
47,83,1,0,6,small
48,333,1,0,4,small
54,149,1,0,14,large
6,464,1,0,3,small
6,1585,2,0,2,small
17,69,1,1,34,large
48,989,1,1,4,small
51,412,1,1,4,small
24,343,1,0,39,large
27,4,1,0,34,large
37,281,1,1,4,small
37,699,1,0,14,large
37,1126,1,1,4,small
6,515,2,0,34,large
13,292,1,1,20,large
24,83,1,0,4,small
48,2061,1,0,34,large
12,489,1,0,4,small
19,213,1,0,14,large
26,551,1,1,4,small
29,584,1,0,4,small
29,827,1,1,34,large
37,462,1,1,4,small
48,2046,1,0,14,large
13,585,1,1,14,large
1,417,1,1,14,large
29,602,1,0,2,small
37,240,1,0,4,small
17,1021,1,1,34,large
37,263,2,0,34,large
47,349,1,0,15,large
48,808,1,0,4,small
13,379,1,0,14,large
20,256,1,1,4,small
36,642,1,0,15,large
49,243,1,0,14,large
51,717,3,1,6,small
6,3094,1,0,4,small
13,1308,1,0,6,small
25,61,1,0,4,small
28,407,2,1,34,large
48,438,1,1,14,large
48,1086,1,0,14,large
48,1633,1,1,3,small
1,728,1,0,34,large
46,28,1,0,4,small
54,198,1,0,4,small
4,40,2,1,4,small
4,613,1,0,34,large
12,1132,2,0,15,large
28,74,1,0,4,small
36,14,1,1,14,large
49,223,5,0,16,large
26,495,1,0,20,large
48,660,1,0,4,small
4,433,1,0,4,small
6,1181,1,1,4,small
12,1882,1,0,34,large
12,2572,1,0,4,small
22,534,1,0,34,large
26,49,1,0,4,small
28,549,1,0,4,small
37,1291,1,0,4,small
39,598,1,0,2,small
42,562,1,0,6,small
42,1014,1,1,14,large
6,967,1,1,4,small
22,660,1,1,15,large
34,169,1,0,34,large
34,562,1,0,4,small
35,73,1,0,2,small
39,359,1,1,20,large
45,170,1,1,4,small
45,859,1,0,4,small
48,465,1,0,14,large
48,2800,1,0,4,small
48,3314,1,0,14,large
12,1466,1,0,4,small
28,619,1,0,34,large
21,421,1,0,4,small
47,389,2,1,1,small
4,171,1,1,39,large
6,1535,1,0,4,small
6,1992,1,0,16,large
47,187,1,0,15,large
48,1128,1,0,34,large
12,603,1,1,34,large
13,445,1,1,4,small
37,823,1,0,15,large
47,329,1,0,4,small
48,3426,1,1,4,small
28,296,1,0,4,small
29,508,1,0,14,large
48,3055,1,0,34,large
1,281,1,1,2,small
4,600,2,1,14,large
40,268,1,1,4,small
37,1165,1,0,4,small
48,1690,1,0,2,small
12,235,2,0,34,large
12,1293,1,1,4,small
13,206,1,0,4,small
24,118,2,0,32,large
35,77,1,1,4,small
37,762,1,0,14,large
42,177,1,0,4,small
48,1342,1,0,15,large
1,558,1,1,2,small
6,2484,1,1,4,small
9,64,1,0,9,rej
12,1262,1,0,2,small
24,264,1,1,4,small
42,208,1,1,6,small
1,812,1,0,4,small
6,217,1,0,34,large
6,1382,2,1,6,small
22,5,1,0,4,small
22,508,1,1,14,large
56,53,1,0,15,large
37,101,1,1,34,large
55,510,1,0,67,large
6,2423,1,0,6,small
40,134,1,0,4,small
6,927,4,0,4,small
17,759,1,1,4,small
22,704,1,1,34,large
51,53,1,1,5,small
5,317,1,0,4,small
19,32,1,0,14,large
36,889,1,0,20,large
48,115,1,1,6,small
48,958,1,0,2,small
51,165,1,0,4,small
6,1144,1,0,15,large
40,322,1,0,34,large
42,231,1,0,34,large
13,1444,1,0,14,large
28,341,1,0,20,large
34,309,1,0,6,small
48,1495,1,0,15,large
23,52,1,0,4,small
26,85,2,0,6,small
45,798,1,1,4,small
45,888,1,0,34,large
51,249,1,0,34,large
4,2,1,1,14,large
8,537,1,0,5,small
16,130,1,0,34,large
27,122,1,0,34,large
37,803,1,0,4,small
46,105,1,0,14,large
48,602,1,0,5,small
20,144,1,0,14,large
45,456,1,0,4,small
45,699,1,0,34,large
6,2275,1,1,4,small
18,290,4,0,4,small
28,622,1,0,2,small
29,248,1,0,34,large
39,198,1,0,4,small
48,229,1,0,14,large
28,355,1,0,6,small
40,85,2,0,4,small
51,374,1,0,14,large
12,2614,1,1,34,large
28,94,1,0,14,large
39,626,2,0,4,small
45,899,2,1,4,small
56,94,2,0,34,large
1,666,1,0,4,small
39,656,1,0,4,small
42,573,1,1,34,large
1,247,1,0,14,large
4,467,1,0,34,large
47,736,2,0,21,large
53,297,1,0,4,small
4,487,1,0,34,large
6,2037,1,0,14,large
6,2267,1,1,4,small
10,53,1,0,4,small
9,166,1,0,4,small
12,1737,1,0,34,large
12,1897,1,0,4,small
21,580,1,0,14,large
25,89,1,0,4,small
34,7,1,0,2,small
47,337,1,0,4,small
4,668,1,0,34,large
9,174,1,1,4,small
48,1539,1,0,34,large
48,3193,1,0,14,large
8,549,1,0,6,small
17,214,1,0,14,large
42,386,1,1,14,large
39,586,1,1,2,small
6,2143,1,1,34,large
37,91,1,0,15,large
47,260,1,0,14,large
53,478,1,0,4,small
6,1209,1,1,4,small
6,3129,1,1,34,large
36,611,1,1,4,small
45,802,1,0,15,large
55,385,1,1,15,large
28,529,1,0,4,small
37,94,1,1,34,large
42,212,1,0,34,large
1,484,3,0,4,small
48,2252,1,1,6,small
48,2777,1,0,2,small
49,61,3,1,14,large
6,2835,1,0,2,small
48,480,1,0,34,large
48,2103,1,0,4,small
48,2221,1,0,4,small
13,240,1,0,34,large
13,735,1,0,34,large
28,331,1,0,21,large
42,100,1,0,14,large
45,644,3,0,4,small
48,542,1,1,4,small
1,477,1,0,4,small
8,264,1,0,2,small
21,429,1,1,4,small
29,60,1,1,14,large
37,310,1,0,20,large
47,797,1,0,3,small
1,575,1,1,34,large
4,250,2,0,20,large
6,1939,1,1,15,large
48,2248,1,0,4,small
17,548,1,1,14,large
12,70,1,0,15,large
40,201,1,1,15,large
48,836,1,0,4,small
48,954,1,0,4,small
6,853,1,0,34,large
6,2476,1,0,4,small
9,40,1,1,1,small
12,595,1,0,34,large
12,1285,1,0,4,small
35,95,1,1,6,small
40,570,1,0,14,large
42,141,1,0,4,small
48,1170,1,0,4,small
8,250,2,0,34,large
13,598,1,1,4,small
18,491,1,0,6,small
36,169,1,0,14,large
48,532,1,1,2,small
49,143,1,0,4,small
51,728,1,0,4,small
8,77,1,0,15,large
13,374,1,0,6,small
26,533,1,0,2,small
6,3220,1,0,4,small
21,226,1,0,14,large
35,251,1,1,34,large
40,305,1,0,2,small
55,257,1,1,67,large
22,1,1,0,6,small
37,1199,1,0,34,large
53,109,1,0,34,large
6,1515,1,0,4,small
6,1911,1,1,15,large
17,330,1,1,15,large
19,290,1,0,4,small
51,738,1,0,3,small
17,750,1,1,4,small
29,522,1,0,34,large
30,78,1,0,20,large
37,400,1,0,34,large
48,1079,1,0,34,large
21,609,1,0,4,small
28,397,1,0,2,small
36,880,1,0,4,small
19,264,1,0,6,small
20,95,1,0,4,small
36,888,1,1,4,small
47,409,1,0,6,small
48,2209,1,1,4,small
1,593,1,1,16,large
37,1012,1,0,14,large
51,703,1,0,6,small
6,1300,1,0,34,large
13,708,1,0,34,large
18,828,1,0,34,large
32,286,1,0,34,large
48,515,1,0,4,small
48,1202,1,1,6,small
53,200,1,0,4,small
1,714,1,0,14,large
18,28,1,1,34,large
39,955,1,0,4,small
48,853,1,0,39,large
5,413,1,0,14,large
